xml:id,country,settlement,repository,idno,altIdentifier 1,altIdentifier 2,name,head,history,adminInfo,note,catalog link,surrogate
NLWLan119,UK,Aberystwyth,National Library of Wales,Llanstephan 119,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992087293802419,
NLWLan164,UK,Aberystwyth,National Library of Wales,Llanstephan 164,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992087289402419,
NLWLan4,UK,Aberystwyth,National Library of Wales,Llanstephan 4,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992107736702419,
NLWLan53,UK,Aberystwyth,National Library of Wales,Llanstephan 53,olim Sherburn E.1,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992156667202419,
NLWMost129,UK,Aberystwyth,National Library of Wales,Mostyn Welsh 129,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992107588402419,
NLW21242,UK,Aberystwyth,National Library of Wales,MS 21242,,,,,,,,,
Mostyn85,UK,Aberystwyth,National Library of Wales,MS 21242C,olim Mostyn Hall 85,,,,"Christie's, 24 Oct. 1974, lot 1479, sold to Quaritch",,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992107712802419,
NLW21608,UK,Aberystwyth,National Library of Wales,MS 21608,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992119937602419,
NLW21972D,UK,Aberystwyth,National Library of Wales,MS 21972D,,,Merthyr fragment,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992129263902419,
NLW258,UK,Aberystwyth,National Library of Wales,MS 258,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992146887302419,
NLW3041,UK,Aberystwyth,National Library of Wales,MS 3041,olim Mostyn 133,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992107588002419,
NLW441C,UK,Aberystwyth,National Library of Wales,MS 441C,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992102642802419,
NLW5043,UK,Aberystwyth,National Library of Wales,MS 5043,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992130186302419,
NLW572,UK,Aberystwyth,National Library of Wales,MS 572,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992123091402419,
NLW733B,UK,Aberystwyth,National Library of Wales,MS 733B,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992148416402419,
NLW734B,UK,Aberystwyth,National Library of Wales,MS 734B,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992115787402419,
NLWCwrt11,UK,Aberystwyth,National Library of Wales,MS Cwrtmawr 11,,,,,,,,,
NLWLan19,UK,Aberystwyth,National Library of Wales,MS Llanstephan 19,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992156670602419,
NLWLan47,UK,Aberystwyth,National Library of Wales,MS Llanstephan 47,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992156667802419,
NLWLan5,UK,Aberystwyth,National Library of Wales,MS Llanstephan 5,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992107736602419,
NLWLan54,UK,Aberystwyth,National Library of Wales,MS Llanstephan 54,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992156667102419,
NLWPan33,UK,Aberystwyth,National Library of Wales,MS Panton 33,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992147707202419,
NLWPan42,UK,Aberystwyth,National Library of Wales,MS Panton 42,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992147706402419,
NLWPen111,UK,Aberystwyth,National Library of Wales,Peniarth 111,olim Hengwrt 294,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134966802419,
NLWPen114,UK,Aberystwyth,National Library of Wales,Peniarth 114,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134966302419,
NLWPen196,UK,Aberystwyth,National Library of Wales,Peniarth 196,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992146882302419,
NLWPen22,UK,Aberystwyth,National Library of Wales,Peniarth 22,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134909302419,
NLWPen26,UK,Aberystwyth,National Library of Wales,Peniarth 26,olim Hengwrt 133,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134909002419,https://viewer.library.wales/5979860
NLWPen27,UK,Aberystwyth,National Library of Wales,Peniarth 27,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992129636102419,https://viewer.library.wales/4575723
NLWPen334A,UK,Aberystwyth,National Library of Wales,Peniarth 334A,,,,,,,,https://viewer.library.wales/4848340,
NLWPen356,UK,Aberystwyth,National Library of Wales,Peniarth 356,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992097589802419,
NLWPen392,UK,Aberystwyth,National Library of Wales,Peniarth 392 D,,,Hengwrt,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992139434702419,https://viewer.library.wales/4628556#?xywh=-3925%2C-1311%2C11475%2C7954
NLWPen393,UK,Aberystwyth,National Library of Wales,Peniarth 393,,,‘Hengwrt’,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992161706002419,https://viewer.library.wales/4398051
NLWPen394,UK,Aberystwyth,National Library of Wales,Peniarth 394,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992097586302419,
NLWPen395,UK,Aberystwyth,National Library of Wales,Peniarth 395D,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992097586202419,
NLWPen396D,UK,Aberystwyth,National Library of Wales,Peniarth 396D,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992162159202419,
NLWPen399,UK,Aberystwyth,National Library of Wales,Peniarth 399,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992162158902419,
NLWPen481,UK,Aberystwyth,National Library of Wales,Peniarth 481,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992128296602419,https://viewer.library.wales/4393138
NLWPen50,UK,Aberystwyth,National Library of Wales,Peniarth 50,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992138023002419,https://viewer.library.wales/4686929
NLWPen53,UK,Aberystwyth,National Library of Wales,Peniarth 53,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992161708102419,https://viewer.library.wales/4575261#?xywh=-1576%2C-608%2C5320%2C3688
NLWPen58,UK,Aberystwyth,National Library of Wales,Peniarth 58,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992161707602419,http://hdl.handle.net/10107/4781774
NLWPen92,UK,Aberystwyth,National Library of Wales,Peniarth 92,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134906402419,http://hdl.handle.net/10107/6049803
NLWPen94,UK,Aberystwyth,National Library of Wales,Peniarth 94,olim Hengwrt 412,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992095451002419,http://hdl.handle.net/10107/6053458
NLWPen98,UK,Aberystwyth,National Library of Wales,Peniarth 98,olim Hengwrt 479,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992134970502419,http://hdl.handle.net/10107/6057162
NLWPen369B,UK,Aberystwyth,National Library of Wales,Peniarth NLWPeniarth 369B,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992097588502419,
NLWPork20,UK,Aberystwyth,National Library of Wales,Porkington 20,,,,,,,,https://discover.library.wales/permalink/44WHELF_NLW/6kpfmq/alma992109862802419,
Alnwick455,UK,Alnwick Castle,Duke of Northumberland,MS 455,,,,,,,,,
Alnwick468,UK,Alnwick Castle,Duke of Northumberland,MS 468,formerly D.XI.1,,,,,,,,
Alnwick78,UK,Alnwick Castle,Duke of Northumberland,MS 78,,,,,,,,,
Alnwick79,UK,Alnwick Castle,Duke of Northumberland,MS 79,,,,,,,,,
Alnwick82,UK,Alnwick Castle,Duke of Northumberland,MS 82,,,,,,,,,
Appleby,UK,Appleby Castle,Lord Hothfield,Yorkshire Archaeological Society DD 121/109,,,,,,on deposit at Leeds,,https://explore.library.leeds.ac.uk/multimedia/18951/YAS_DD121.pdf,
ArmaghReg,UK,Armagh,Armagh Diocesan Registry,Bishop John Swayne's Register,,,,,,,,https://catalogue.nli.ie/Record/vtls000144010,
ArunHar,UK,Arundel Castle,Duke of Norfolk,MS Arundel-Harrington,,,,,,,,,
ArunLives,UK,Arundel Castle,Duke of Norfolk,MS Lives of Sts Edmund and Fremund,,,,,,,,,
ArunPrick,UK,Arundel Castle,Duke of Norfolk,MS Prick of Conscience,,,,,,,,,
Aylesford,UK,Aylesford,Earl of Aylesford,Kings of England,,,,,,,,,
Badminton,UK,Badminton,Duke of Beaufort,MS 704.1.16,,,,,,,,,
Cox,UK,"Beaminster, Dorset",J. Stevens Cox,,olim Harmsworth,,,,"Sotheby Sale, Oct., 1945, lot 1956",now privately owned,,,
Woburn181,UK,Bedfordshire,Woburn Abbey,MS 181,,,,,,,,,
Belfast,UK,Belfast,Queen's University,3/11B,,,,,,,,https://www.qub.ac.uk/directorates/InformationServices/TheLibrary/SpecialCollections/FileStore/Filetoupload607189en.pdf,
Belvoir,UK,Belvoir Castle,Duke of Rutland,Fall of Princes MS,,,,,,,,,
Beverly,UK,"Beverly, East Yorkshire",Humberside County Record Office,DDHE 30,,,,Miscellaneous Documents Relating to Hedon — Gillyat Sumner Collections,,,,https://calmview.eastriding.gov.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=zDDHE,
Beverley,UK,"Beverly, East Yorkshire",Humberside County Record Office,"MS DDHE 30, vol. 1, Section B",,,,,,,,,
Halesowen,UK,Birmingham,Birmingham City Archives,"Hagley Hall collection, No. 346333",,,,Halesowen Court Rolls,,,,https://calmview.birmingham.gov.uk/CalmView/Record.aspx?src=CalmView.Catalog,
Blackburn,UK,Blackburn,"Blackburn, Museum and Art Gallery",MS 091.21040,olim Petworth 3,,,,,,,,
BrechinFordun,UK,Brechin Castle,Earl of Dalhousie,,,,,Fordun's Chronicle,,"On deposit at Edinburgh, Scottish Record Office, MS GD5/26/48",,https://catalogue.nrscotland.gov.uk/nrsonlinecatalogue/details.aspx?reference=GD45%2f26%2f48&st=1&tc=y&tl=n&tn=n&tp=n&k=&ko=a&r=5%2f26%2f48&ro=c&df=&dt=&di=y,
BrechinSTC3215,UK,Brechin Castle,Earl of Dalhousie,,,,,"Printed book: John Barbour, Buik of Alexander the grit, Edinburgh, Arbuthnet, c. 1580 (STC 321.5)",,,,,
BrechinWintoun,UK,Brechin Castle,Earl of Dalhousie,,,,,Wintoun's Chronicle,,,,,
BristolAS2,UK,Bristol,All Saints Church,MS 2,,,,,,,,,
BristolAvon,UK,Bristol,Avon County Library,MS 10,,,,,,,,,
BristolClifton,UK,Bristol,Clifton College,Norton's Ordinal of Alchemy,,,,,,,,https://hdl.handle.net/2027/inu.32000007078720,
ButeConf,UK,Bute,Marquess of Bute,,"olim Bute, now privately owned",,,,,,,,
Buteolim,UK,Bute,Marquess of Bute,,"olim Bute, Christie's Sale 13 June 1983",,,,,,,,
CambFrag,UK,Cambridge,Cambridge University Library,2 binding fragments,,,,,,,,,
CULAdd2585,UK,Cambridge,Cambridge University Library,"Addit. 2585, Part I",,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320408,
CULAdd2585b,UK,Cambridge,Cambridge University Library,"Addit. 2585, Part II",,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320408,
CULAdd2585c,UK,Cambridge,Cambridge University Library,"Addit. 2585, Part III",,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320408,
CULAdd2604,UK,Cambridge,Cambridge University Library,Addit. 2604,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320177,
CULAdd2750,UK,Cambridge,Cambridge University Library,Addit. 2750,,,,,,,,https://www.diamm.ac.uk/sources/324/,
CULAdd2764,UK,Cambridge,Cambridge University Library,Addit. 2764,,,,,,,,,
CULAdd2775,UK,Cambridge,Cambridge University Library,Addit. 2775,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320412,
CULAdd2793,UK,Cambridge,Cambridge University Library,Addit. 2793,,,,,,,,https://archivesearch.lib.cam.ac.uk/repositories/2/resources/4094,
CULAdd2794,UK,Cambridge,Cambridge University Library,Addit. 2794,,,,,,,,https://archivesearch.lib.cam.ac.uk/repositories/2/resources/4095,
CULAdd2823,UK,Cambridge,Cambridge University Library,Addit. 2823,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320415,
CULAdd2829,UK,Cambridge,Cambridge University Library,Addit. 2829,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320188,
CULAdd30337,UK,Cambridge,Cambridge University Library,Addit. 3033 (7),,,,,,,,,
CULAdd3039,UK,Cambridge,Cambridge University Library,Addit. 3039,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320425,
CULAdd3042,UK,Cambridge,Cambridge University Library,Addit. 3042,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320210,
CULAdd3137,UK,Cambridge,Cambridge University Library,Addit. 3137,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320435,
CULAdd3573,UK,Cambridge,Cambridge University Library,Addit. 3573,olim Phillipps 9472,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320452,
CULAdd4026,UK,Cambridge,Cambridge University Library,Addit. 4026,,,,,,,,https://archivesearch.lib.cam.ac.uk/repositories/2/resources/5255,
CULAdd4120,UK,Cambridge,Cambridge University Library,Addit. 4120,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320464,
CULAdd4122,UK,Cambridge,Cambridge University Library,Addit. 4122,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320465,
CULAdd4325,UK,Cambridge,Cambridge University Library,Addit. 4325,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320470,
CULAdd4407a,UK,Cambridge,Cambridge University Library,Addit. 4407 (19)a-c,,,,,,,,,
CULAdd4407b,UK,Cambridge,Cambridge University Library,Addit. 4407 (19)d-f,,,,,,,,,
CULAdd4407c,UK,Cambridge,Cambridge University Library,Addit. 4407 (19)g,,,,,,,,,
CULAdd4407d,UK,Cambridge,Cambridge University Library,Addit. 4407 (19)h,,,,,,,,,
CULAdd4407e,UK,Cambridge,Cambridge University Library,Addit. 4407 (27),,,,,,,,,
CULAdd4544,UK,Cambridge,Cambridge University Library,Addit. 4544,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320342,
CULAdd5943,UK,Cambridge,Cambridge University Library,Addit. 5943,,,,,,,,,
CULAdd6150,UK,Cambridge,Cambridge University Library,Addit. 6150,,,,,,,,,
CULAdd6578,UK,Cambridge,Cambridge University Library,Addit. 6578,,,,,,,,,
CULAdd6686,UK,Cambridge,Cambridge University Library,Addit. 6686,olim Ashburnham 140,,,,,,,,
CULAdd6693,UK,Cambridge,Cambridge University Library,Addit. 6693,olim Ashburnham App. 236,,,,,,,,
CULAdd6860,UK,Cambridge,Cambridge University Library,Addit. 6860,"olim Macro 18, olim Gurney 75",,,,,,,https://www.repository.cam.ac.uk/handle/1810/320393,
CULAdd6864,UK,Cambridge,Cambridge University Library,Addit. 6864,,,,,,,,,
CULAdd6865,UK,Cambridge,Cambridge University Library,Addit. 6865,olim Gurney,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320394,
CULAdd707,UK,Cambridge,Cambridge University Library,Addit. 707 (fragment),,,,,,,,,
CULAdd7350,UK,Cambridge,Cambridge University Library,"Addit. 7350, Part I",,,,,,,,,
CULAdd8335,UK,Cambridge,Cambridge University Library,Addit. 8335,olim Bute,,,,,,,,
CULAdd9308,UK,Cambridge,Cambridge University Library,Addit. 9308,,,,,,,,,https://cudl.lib.cam.ac.uk/view/MS-ADD-09308/1
CULDd11,UK,Cambridge,Cambridge University Library,Dd.1.1,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320572,
CULDd117,UK,Cambridge,Cambridge University Library,Dd.1.17,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321049,
CULDd1015,UK,Cambridge,Cambridge University Library,Dd.10.15,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320574,
CULDd1044,UK,Cambridge,Cambridge University Library,Dd.10.44,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320590,https://cudl.lib.cam.ac.uk/view/MS-DD-00010-00044/1
CULDd1050,UK,Cambridge,Cambridge University Library,Dd.10.50,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320591,
CULDd1182,UK,Cambridge,Cambridge University Library,Dd.11.82,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320599,
CULDd1189,UK,Cambridge,Cambridge University Library,Dd.11.89,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320601,
CULDd1239,UK,Cambridge,Cambridge University Library,Dd.12.39,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/506/mode/2up,
CULDd1269,UK,Cambridge,Cambridge University Library,Dd.12.69,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320509,
CULDd1327,UK,Cambridge,Cambridge University Library,Dd.13.27,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/514/mode/2up,
CULDd142,UK,Cambridge,Cambridge University Library,Dd.14.2,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/520/mode/2up,
CULDd1426,UK,Cambridge,Cambridge University Library,Dd.14.26,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320514,
CULDd25,UK,Cambridge,Cambridge University Library,Dd.2.5,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320584,
CULDd313,UK,Cambridge,Cambridge University Library,Dd.3.13,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320023,
CULDd424,UK,Cambridge,Cambridge University Library,Dd.4.24,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320861,https://cudl.lib.cam.ac.uk/view/MS-DD-00004-00024/1
CULDd426,UK,Cambridge,Cambridge University Library,Dd.4.26,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320883,
CULDd445,UK,Cambridge,Cambridge University Library,Dd.4.45,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320961,https://cudl.lib.cam.ac.uk/view/MS-DD-00004-00045/1
CULDd450,UK,Cambridge,Cambridge University Library,Dd.4.50,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320972,
CULDd451,UK,Cambridge,Cambridge University Library,Dd.4.51,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320983,
CULDd454,UK,Cambridge,Cambridge University Library,Dd.4.54,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320994,
CULDd555,UK,Cambridge,Cambridge University Library,Dd.5.55,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320134,
CULDd564,UK,Cambridge,Cambridge University Library,Dd.5.64,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321033,
CULDd575,UK,Cambridge,Cambridge University Library,Dd.5.75,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/284/mode/2up,
CULDd576,UK,Cambridge,Cambridge University Library,Dd.5.76,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321035,https://cudl.lib.cam.ac.uk/view/MS-DD-00005-00076/1
CULDd61,UK,Cambridge,Cambridge University Library,Dd.6.1,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321036,
CULDd645,UK,Cambridge,Cambridge University Library,Dd.6.45,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/306/mode/2up,
CULDd69,UK,Cambridge,Cambridge University Library,Dd.6.9,,,,,,,,,https://cudl.lib.cam.ac.uk/view/MS-DD-00006-00009/1
CULDd714,UK,Cambridge,Cambridge University Library,Dd.7.14,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/328/mode/2up,
CULDd76,UK,Cambridge,Cambridge University Library,Dd.7.6,,,,,,,,https://archive.org/details/catalogueofmanus01cambuoft/page/322/mode/2up,
CULDd819,UK,Cambridge,Cambridge University Library,Dd.8.19,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321067,https://cudl.lib.cam.ac.uk/view/MS-DD-00008-00019/1
CULDd82,UK,Cambridge,Cambridge University Library,Dd.8.2,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321055,
CULDd938,UK,Cambridge,Cambridge University Library,Dd.9.38,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/321077,
CULEe11,UK,Cambridge,Cambridge University Library,Ee.1.1,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/n11/mode/2up,
CULEe112,UK,Cambridge,Cambridge University Library,Ee.1.12,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320516,
CULEe115,UK,Cambridge,Cambridge University Library,Ee.1.15,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/n25/mode/2up,
CULEe15,UK,Cambridge,Cambridge University Library,Ee.1.5,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/n17/mode/2up,
CULEe215,UK,Cambridge,Cambridge University Library,Ee.2.15,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320521,
CULEe228,UK,Cambridge,Cambridge University Library,Ee.2.28,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320523,
CULEe419,UK,Cambridge,Cambridge University Library,Ee.4.19,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/126/mode/2up,
CULEe420,UK,Cambridge,Cambridge University Library,Ee.4.20,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/126/mode/2up,
CULEe431,UK,Cambridge,Cambridge University Library,Ee.4.31,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320528,
CULEe432,UK,Cambridge,Cambridge University Library,Ee.4.32,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/166/mode/2up,
CULEe435a,UK,Cambridge,Cambridge University Library,"Ee.4.35, Part I",,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320529,
CULEe435b,UK,Cambridge,Cambridge University Library,"Ee.4.35, Part II",,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320530,
CULEe437,UK,Cambridge,Cambridge University Library,Ee.4.37,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320531,
CULEe513,UK,Cambridge,Cambridge University Library,Ee.5.13,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/174/mode/2up,
CULEe629,UK,Cambridge,Cambridge University Library,Ee.6.29,,,,,,,,https://archive.org/details/catalogueofmanus02cambuoft/page/266/mode/2up,
CULF150,UK,Cambridge,Cambridge University Library,F150.a.4.1,formerly Res.b.162,,,printed book,,,,,
CULFf114,UK,Cambridge,Cambridge University Library,Ff.1.14,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320610,
CULFf117,UK,Cambridge,Cambridge University Library,Ff.1.17,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320613,
CULFf127,UK,Cambridge,Cambridge University Library,Ff.1.27,,,,,,,,https://www.repository.cam.ac.uk/handle/1810/320625,https://cudl.lib.cam.ac.uk/view/MS-FF-00001-00027/1
